site,sow.year,species,tag,exclosure,treat,treatment,seeded,scarif,no.germ,germ.0,germ.1,germ.2,germ.3,germ.4,germ.5,germ.prop,no.germ.prop,germ.prop.via,surv.prop.0,surv.prop.1,surv.prop.2,surv.prop.3,surv.prop.4,planted,viability
TUN,2018,ws,2512a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2513a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2514a,yes,4,seeded.scarified,1,1,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2515a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2516a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2517a,yes,2,seeded,1,0,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2518a,yes,4,seeded.scarified,1,1,19,1,1,1,1,NA,NA,0.05,0.95,0.06,1.00,1.00,1.00,NA,NA,20,0.88
TUN,2018,ws,2519a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2520a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ll,2501a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2502a,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2503a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2504a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2505a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2506a,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2507a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2508a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2509a,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2510a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2511a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2512a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2513a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2514a,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2515a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2516a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2517a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2518a,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2519a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2520a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,bs,2501b,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2502b,yes,4,seeded.scarified,1,1,17,3,0,0,0,NA,NA,0.15,0.85,0.18,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2503b,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2504b,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2505b,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2506b,yes,4,seeded.scarified,1,1,16,4,0,0,0,NA,NA,0.20,0.80,0.23,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2507b,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2508b,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2509b,yes,4,seeded.scarified,1,1,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2510b,yes,3,scarified,0,1,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2511b,yes,2,seeded,1,0,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2512b,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2513b,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2514b,yes,4,seeded.scarified,1,1,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2515b,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2516b,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2517b,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2518b,yes,4,seeded.scarified,1,1,18,2,0,0,0,NA,NA,0.10,0.90,0.12,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2519b,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2520b,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,ws,2501a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2502a,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2503a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2504a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2505a,no,2,seeded,1,0,19,1,1,1,1,NA,NA,0.05,0.95,0.06,1.00,1.00,1.00,NA,NA,20,0.88
TUN,2018,ws,2506a,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2507a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2508a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2509a,no,4,seeded.scarified,1,1,18,2,1,1,1,NA,NA,0.10,0.90,0.11,1.00,1.00,1.00,NA,NA,20,0.88
TUN,2018,ws,2510a,no,3,scarified,0,1,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2511a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2512a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2513a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2514a,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2515a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2516a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2517a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2518a,no,4,seeded.scarified,1,1,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.88
TUN,2018,ws,2519a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ws,2520a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
TUN,2018,ll,2501a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2502a,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2503a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2504a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2505a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2506a,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2507a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2508a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2509a,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2510a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2511a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2512a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2513a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2514a,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2515a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2516a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2517a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2518a,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
TUN,2018,ll,2519a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,ll,2520a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
TUN,2018,bs,2501b,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2502b,no,4,seeded.scarified,1,1,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2503b,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2504b,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2505b,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2506b,no,4,seeded.scarified,1,1,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2507b,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2508b,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2509b,no,4,seeded.scarified,1,1,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2510b,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2511b,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2512b,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2513b,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2514b,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2515b,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2516b,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2517b,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2518b,no,4,seeded.scarified,1,1,18,2,0,0,0,NA,NA,0.10,0.90,0.12,0.00,0.00,0.00,NA,NA,20,0.855
TUN,2018,bs,2519b,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
TUN,2018,bs,2520b,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,ws,1303a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1304a,yes,4,seeded.scarified,1,1,15,5,0,0,0,NA,NA,0.25,0.75,0.28,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1305a,yes,1,control,0,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1306a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1307a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1308a,yes,4,seeded.scarified,1,1,18,2,0,0,0,NA,NA,0.10,0.90,0.11,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1309a,yes,1,control,0,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1310a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1311a,yes,2,seeded,1,0,18,2,0,0,0,NA,NA,0.10,0.90,0.11,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1312a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1313a,yes,4,seeded.scarified,1,1,15,5,0,0,0,NA,NA,0.25,0.75,0.28,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1314a,yes,3,scarified,0,1,NA,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1315a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1316a,yes,4,seeded.scarified,1,1,16,4,3,3,3,NA,NA,0.20,0.80,0.23,3.00,3.00,3.00,NA,NA,20,0.88
WSU,2018,ws,1317a,yes,1,control,0,0,NA,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1318a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1343a,yes,2,seeded,1,0,18,2,0,0,0,NA,NA,0.10,0.90,0.11,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1344a,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1345a,yes,3,scarified,0,1,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1346a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ll,1303a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
WSU,2018,ll,1304a,yes,4,seeded.scarified,1,1,19,1,1,1,1,NA,NA,0.05,0.95,0.06,1.00,1.00,1.00,NA,NA,20,0.815
WSU,2018,ll,1305a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,ll,1306a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,ll,1307a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
WSU,2018,ll,1308a,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
WSU,2018,ll,1309a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,ll,1310a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,ll,1311a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
WSU,2018,ll,1312a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,ll,1313a,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
WSU,2018,ll,1314a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,ll,1315a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
WSU,2018,ll,1316a,yes,4,seeded.scarified,1,1,19,1,1,1,1,NA,NA,0.05,0.95,0.06,1.00,1.00,1.00,NA,NA,20,0.815
WSU,2018,ll,1317a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,ll,1318a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,ll,1343a,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
WSU,2018,ll,1344a,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.815
WSU,2018,ll,1345a,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,ll,1346a,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.815
WSU,2018,bs,1303b,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
WSU,2018,bs,1304b,yes,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
WSU,2018,bs,1305b,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,bs,1306b,yes,3,scarified,0,1,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,bs,1307b,yes,2,seeded,1,0,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.855
WSU,2018,bs,1308b,yes,4,seeded.scarified,1,1,17,3,1,0,0,NA,NA,0.15,0.85,0.18,1.00,0.00,0.00,NA,NA,20,0.855
WSU,2018,bs,1309b,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,bs,1310b,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,bs,1311b,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
WSU,2018,bs,1312b,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,bs,1313b,yes,4,seeded.scarified,1,1,16,4,0,0,0,NA,NA,0.20,0.80,0.23,0.00,0.00,0.00,NA,NA,20,0.855
WSU,2018,bs,1314b,yes,3,scarified,0,1,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,bs,1315b,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
WSU,2018,bs,1316b,yes,4,seeded.scarified,1,1,9,11,8,4,4,NA,NA,0.55,0.45,0.64,8.00,4.00,4.00,NA,NA,20,0.855
WSU,2018,bs,1317b,yes,1,control,0,0,NA,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,bs,1318b,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,bs,1343b,yes,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.855
WSU,2018,bs,1344b,yes,4,seeded.scarified,1,1,16,4,1,1,1,NA,NA,0.20,0.80,0.23,1.00,1.00,1.00,NA,NA,20,0.855
WSU,2018,bs,1345b,yes,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,bs,1346b,yes,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.855
WSU,2018,ws,1303a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1304a,no,4,seeded.scarified,1,1,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1305a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1306a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1307a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1308a,no,4,seeded.scarified,1,1,19,1,0,0,0,NA,NA,0.05,0.95,0.06,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1309a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1310a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1311a,no,2,seeded,1,0,20,0,0,0,0,NA,NA,0.00,1.00,0.00,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1312a,no,1,control,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
WSU,2018,ws,1313a,no,4,seeded.scarified,1,1,16,4,0,0,0,NA,NA,0.20,0.80,0.23,0.00,0.00,0.00,NA,NA,20,0.88
WSU,2018,ws,1314a,no,3,scarified,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.88
